,year,country,stateProvince,Latitude,Longitude,acceptedNameUsage,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank
12324,1983.0,Spain,Huesca,42.56,-0.55,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12325,,Portugal,Braga,41.43,-8.41,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12326,2013.0,Spain,Asturias,43.25,-5.0,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12327,1937.0,Spain,Andorra,42.53,1.58,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12328,2010.0,Spain,Tarragona,41.21,1.14,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12329,2010.0,Portugal,Setubal,38.51,-9.16,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12330,2010.0,Portugal,Faro,37.09,-8.67,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12331,,Portugal,Porto,41.21,-8.62,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12332,2010.0,Portugal,Braga,41.76,-8.14,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12333,1935.0,Portugal,Lisboa,38.71,-9.13,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12334,2010.0,Portugal,Faro,37.3,-8.66,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12335,1990.0,Spain,Salamanca,40.8,-5.6,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12336,2008.0,Portugal,Braga,41.79,-8.13,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12337,2010.0,Portugal,Setubal,38.46,-9.0,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12338,2010.0,Portugal,Setubal,38.48,-8.99,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12339,2013.0,Spain,Asturias,43.26,-4.95,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12340,2004.0,Portugal,Bragança,41.16,-6.79,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12341,1991.0,Spain,Baleares,39.88,4.25,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12342,2004.0,Portugal,Beja,37.65,-7.65,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12343,2004.0,Portugal,Santarem,39.53,-8.71,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12344,2010.0,Portugal,Viana do Castelo,41.85,-8.85,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12345,,Portugal,Viana do Castelo,41.85,-8.85,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12346,,Portugal,Faro,37.31,-8.55,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12347,2010.0,Portugal,Lisboa,38.73,-9.18,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12348,2014.0,Spain,Barcelona,41.67,2.0,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12349,2013.0,Spain,Leon,43.18,-4.99,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12350,2013.0,Spain,Asturias,43.27,-5.02,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12351,2010.0,Portugal,Faro,37.17,-7.45,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12352,2013.0,Spain,Asturias,43.26,-4.99,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12353,2013.0,Spain,Asturias,43.29,-5.05,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12354,2010.0,Portugal,Evora,38.64,-8.21,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12355,1985.0,Spain,Barcelona,41.76,2.4,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12356,2010.0,Portugal,Portalegre,39.51,-7.65,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12357,2010.0,Portugal,Braga,41.51,-8.78,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12358,1931.0,Portugal,Santarem,39.44,-8.71,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12359,2004.0,Portugal,Bragança,41.12,-6.82,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12360,,Portugal,Aveiro,40.33,-8.41,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12361,2014.0,Spain,Barcelona,41.79,2.43,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12362,,Portugal,Viana do Castelo,41.91,-8.56,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12363,2009.0,Portugal,Coimbra,40.17,-8.55,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12364,2004.0,Portugal,Santarem,39.39,-8.53,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12365,2004.0,Portugal,Santarem,39.38,-8.54,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12366,2004.0,Portugal,Santarem,39.37,-8.53,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12367,2004.0,Portugal,Santarem,39.4,-8.53,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12368,2014.0,Spain,Lugo,42.73,-7.02,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12369,1957.0,Spain,Granada,37.13,-3.53,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12370,2007.0,Portugal,Lisboa,39.26,-9.07,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12371,2004.0,Portugal,Bragança,41.2,-6.76,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12372,,Portugal,Faro,37.23,-8.17,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12373,2009.0,Portugal,Beja,37.57,-7.53,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12374,1962.0,Spain,Pontevedra,42.43,-8.63,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12375,2010.0,Portugal,Setubal,38.47,-8.98,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12376,,Portugal,Porto,41.14,-8.61,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12377,2004.0,Portugal,Portalegre,39.35,-7.35,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12378,,Portugal,Porto,41.38,-8.76,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12379,1994.0,Spain,La Coruna,42.6,-8.93,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12380,1986.0,Spain,Huesca,42.63,0.21,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12381,2002.0,Spain,Avila,40.55,-5.1,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12382,2010.0,Portugal,Beja,37.8,-7.63,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12383,2010.0,Spain,Valencia,39.74,-0.26,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12384,1978.0,Spain,Navarra,43.04,-1.47,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12385,,Portugal,Porto,41.15,-8.41,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12386,2004.0,Spain,Zamora,42.13,-6.74,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12387,2004.0,Spain,Zamora,42.13,-6.74,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12388,2004.0,Portugal,Beja,37.82,-7.62,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12389,2004.0,Portugal,Beja,37.82,-7.61,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12390,1937.0,Spain,Andorra,42.56,1.6,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12391,2010.0,Spain,Valencia,39.2,-0.34,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12392,1985.0,Spain,Huesca,42.28,-0.06,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12393,,Portugal,Porto,41.15,-8.5,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12394,1988.0,Spain,Salamanca,40.96,-5.65,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12395,1985.0,Spain,Huesca,42.51,-0.63,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12396,1985.0,Spain,Huesca,42.56,-0.71,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12397,1999.0,Spain,Andorra,42.5,1.5,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12398,,Portugal,Porto,41.21,-8.67,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12399,2010.0,Portugal,Faro,37.12,-7.64,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12400,1985.0,Spain,Huesca,42.73,-0.75,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12401,,Portugal,Castelo Branco,40.32,-7.61,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12402,2010.0,Portugal,Leiria,39.58,-8.83,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12403,2004.0,Portugal,Leiria,39.55,-8.83,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12404,1994.0,Spain,Ourense,42.31,-7.23,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12405,2002.0,Spain,Salamanca,,,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12406,1937.0,Spain,Andorra,42.58,1.66,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12407,1975.0,Spain,Baleares,39.76,2.7,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12408,2010.0,Portugal,Lisboa,38.94,-9.31,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12409,,Portugal,Faro,37.12,-7.65,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12410,2010.0,Portugal,Setubal,38.46,-9.03,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12411,2004.0,Portugal,Bragança,41.31,-6.57,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12412,2008.0,Portugal,Setubal,38.51,-8.98,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12413,2004.0,Portugal,Portalegre,39.23,-7.31,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12414,2007.0,Portugal,Lisboa,39.27,-9.1,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12415,2004.0,Portugal,Bragança,41.41,-6.35,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12416,,Portugal,Porto,41.35,-8.74,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12417,,Portugal,Braga,41.4,-8.53,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12418,2010.0,Portugal,Castelo Branco,39.65,-7.67,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12419,2007.0,Portugal,Lisboa,39.18,-9.11,Tenuiphantes tenuis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,tenuis,Species
12420,1884.0,Spain,Navarra,42.86,-2.16,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12421,2003.0,Spain,Guipuzcoa,43.08,-2.5,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12422,2009.0,Spain,Navarra,43.22,-1.8,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12423,1981.0,Spain,Gerona,42.25,2.1,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12424,1981.0,Spain,Navarra,42.2,-1.63,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12425,2011.0,Spain,Valencia,39.59,-0.46,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12426,2010.0,Portugal,Aveiro,40.37,-8.36,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12427,2010.0,Portugal,Viana do Castelo,41.64,-8.65,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12428,1931.0,Spain,Leon,42.85,-5.4,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12429,1931.0,Spain,Huesca,42.75,-0.81,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12430,2009.0,Spain,Viscaya,43.11,-2.8,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12431,1981.0,Spain,Lerida,41.61,0.61,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12432,2009.0,Spain,Guipuzcoa,43.29,-2.03,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12433,2003.0,Spain,Guipuzcoa,43.26,-2.32,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12434,1983.0,Spain,Huesca,42.56,-0.55,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12435,2003.0,Spain,Navarra,43.02,-1.96,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12436,2008.0,Portugal,Braga,41.79,-8.13,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12437,2003.0,Spain,Guipuzcoa,43.25,-2.38,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12438,2015.0,Spain,Viscaya,43.31,-3.13,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12439,2011.0,Spain,Valencia,39.65,-0.42,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12440,2013.0,Spain,Alava,43.0,-2.71,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12441,2011.0,Spain,Valencia,39.7,-0.53,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12442,2010.0,Portugal,Viana do Castelo,41.91,-8.56,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12443,1986.0,Spain,Huesca,42.63,0.21,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12444,1978.0,Spain,Navarra,43.04,-1.47,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12445,1937.0,Spain,Andorra,42.43,1.53,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12446,1985.0,Spain,Huesca,42.51,-0.63,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12447,2003.0,Spain,Guipuzcoa,43.31,-1.98,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12448,1985.0,Spain,Huesca,42.73,-0.75,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12449,2002.0,Spain,Salamanca,,,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12450,2014.0,Spain,Alava,43.02,-3.15,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12451,2010.0,Portugal,Lisboa,38.8,-9.38,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12452,1896.0,Spain,Spain,,,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12453,2010.0,Portugal,Lisboa,38.94,-9.31,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12454,2010.0,Portugal,Bragança,41.59,-7.23,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12455,2004.0,Spain,Guipuzcoa,43.03,-2.15,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12456,2003.0,Spain,Guipuzcoa,43.29,-2.24,Tenuiphantes zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,zimmermanni,Species
12457,2014.0,Spain,Barcelona,41.79,2.43,Thaumatoncus indicator,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,indicator,Species
12458,1983.0,Spain,Huesca,42.56,-0.55,Theonina cornix,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cornix,Species
12459,2010.0,Portugal,Santarem,39.38,-8.54,Theonina cornix,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cornix,Species
12460,1986.0,Spain,Huesca,42.63,0.21,Theonina cornix,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cornix,Species
12461,2008.0,Portugal,Setubal,38.51,-8.98,Theonina cornix,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cornix,Species
12462,2003.0,Spain,Guipuzcoa,43.29,-2.24,Theonina cornix,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,cornix,Species
12463,2004.0,Portugal,Bragança,41.3,-6.55,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12464,1937.0,Spain,Andorra,42.55,1.57,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12465,2010.0,Portugal,Braga,41.51,-8.77,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12466,2008.0,Portugal,Braga,41.79,-8.13,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12467,1985.0,Spain,Andorra,42.55,1.53,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12468,2014.0,Spain,Barcelona,41.79,2.43,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12469,2009.0,Portugal,Coimbra,40.17,-8.55,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12470,1986.0,Spain,Huesca,42.63,0.21,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12471,1937.0,Spain,Andorra,42.43,1.53,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12472,1985.0,Spain,Andorra,42.46,1.49,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12473,2004.0,Portugal,Bragança,41.31,-6.57,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12474,2008.0,Portugal,Setubal,38.51,-8.98,Tiso vagans,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,vagans,Species
12475,1926.0,Spain,Murcia,37.6,-0.98,Trichoncoides piscator,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,piscator,Species
12476,2002.0,Spain,Navarra,43.02,-1.96,Trichoncus affinis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,affinis,Species
12477,2014.0,Spain,Barcelona,41.67,2.0,Trichoncus affinis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,affinis,Species
12478,2014.0,Spain,Barcelona,41.79,2.43,Trichoncus affinis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,affinis,Species
12479,2002.0,Spain,Guipuzcoa,43.29,-2.24,Trichoncus affinis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,affinis,Species
12480,2010.0,Portugal,Setubal,38.48,-9.0,Trichoncus aurantiipes,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,aurantiipes,Species
12481,2007.0,Portugal,Leiria,39.4,-9.13,Trichoncus aurantiipes,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,aurantiipes,Species
12482,2007.0,Portugal,Lisboa,39.02,-9.32,Trichoncus aurantiipes,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,aurantiipes,Species
12483,1975.0,Spain,Baleares,39.54,2.59,Trichoncus aurantiipes,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,aurantiipes,Species
12484,2010.0,Portugal,Santarem,39.38,-8.54,Trichoncus aurantiipes,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,aurantiipes,Species
12485,2007.0,Portugal,Lisboa,39.26,-9.07,Trichoncus aurantiipes,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,aurantiipes,Species
12486,1975.0,Spain,Baleares,39.55,3.33,Trichoncus aurantiipes,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,aurantiipes,Species
12487,2003.0,Portugal,Lisboa,38.94,-9.31,Trichoncus aurantiipes,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,aurantiipes,Species
12488,2007.0,Portugal,Lisboa,39.27,-9.1,Trichoncus aurantiipes,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,aurantiipes,Species
12489,2007.0,Portugal,Lisboa,39.18,-9.11,Trichoncus aurantiipes,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,aurantiipes,Species
12490,1957.0,Spain,Granada,37.13,-3.53,Trichoncus monticola,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,monticola,Species
12491,1957.0,Spain,Granada,37.13,-3.53,Trichoncus monticola,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,monticola,Species
12492,1926.0,Spain,Cantabria,43.23,-3.8,Trichoncus pinguis,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,pinguis,Species
